clade_name	clade_taxid	SX9	SX99	SX98	SX97	SX96	SX95	SX94	SX93	SX92	SX91	SX90	SX8	SX89	SX88	SX87	SX86	SX85	SX84	SX83	SX82	SX81	SX80	SX7	SX79	SX78	SX77	SX76	SX75	SX74	SX73	SX71	SX70	SX6	SX69	SX68	SX67	SX66	SX65	SX64	SX63	SX62	SX61	SX60	SX5	SX59	SX58	SX57	SX56	SX55	SX54	SX53	SX52	SX51	SX50	SX4	SX49	SX48	SX47	SX46	SX45	SX44	SX43	SX42	SX41	SX40	SX3	SX39	SX38	SX37	SX36	SX35	SX34	SX33	SX32	SX31	SX30	SX2	SX29	SX28	SX27	SX26	SX25	SX24	SX23	SX22	SX21	SX20	SX1	SX19	SX18	SX17	SX16	SX15	SX14	SX142	SX141	SX140	SX13	SX139	SX138	SX137	SX136	SX135	SX134	SX12	SX10	SX105	SX104	SX103	SX102	SX101	SX100	MH133	MH132	MH131	MH130	MH129	MH128	MH127	MH126	MH125	MH124	MH123	MH122	MH121	MH120	MH119	MH118	MH117	MH116	MH115	MH114	MH113	MH112	MH111	MH110	MH109	MH108	MH107	MH106
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium	2|1239|186801|186802|541000|7415705|1898205	895582.0	348321.0	489217.0	782009.0	508751.0	59991.0	203007.0	116777.0	170298.0	883056.0	87764.0	931721.0	343985.0	585131.0	471266.0	900164.0	373813.0	717334.0	412468.0	273634.0	366139.0	1136263.0	958203.0	864312.0	916904.0	423263.0	110563.0	1048719.0	1225986.0	493415.0	1343466.0	706205.0	794625.0	1092124.0	505243.0	261686.0	245786.0	282245.0	794182.0	914021.0	558484.0	207535.0	389607.0	354599.0	1138765.0	637015.0	1519885.0	722213.0	639797.0	705511.0	208262.0	589107.0	285303.0	1545201.0	1279799.0	996418.0	1279038.0	692918.0	74825.0	810976.0	468159.0	932714.0	762048.0	775156.0	692332.0	1633745.0	169844.0	463959.0	104186.0	250341.0	323198.0	526856.0	434008.0	161861.0	99237.0	23135.0	896809.0	155408.0	569002.0	132966.0	29745.0	21397.0	152919.0	54895.0	196459.0	42724.0	684113.0	835965.0	23007.0	497445.0	69074.0	1197777.0	119.0	190116.0	266421.0	578899.0	182413.0	178792.0	82926.0	54905.0	963270.0	413034.0	632564.0	165079.0	608359.0	504915.0	0	479560.0	564929.0	131951.0	629696.0	466066.0	159883.0	473102.0	370418.0	818497.0	250020.0	603098.0	434983.0	403653.0	492922.0	18253.0	21489.0	171561.0	216349.0	769162.0	977740.0	206248.0	251911.0	152214.0	593177.0	795574.0	716074.0	1074621.0	257436.0	804789.0	166152.0	111367.0	84544.0	488169.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_AM07_15	2|1239|186801|186802|541000|7415705|2291991	1111.0	27.0	0	0	0	0	0	0	0	54.0	0	6012.0	380.0	0	0	1422.0	0	0	1510.0	0	327.0	0	3069.0	3355.0	4882.0	1457.0	3237.0	0	1853.0	0	0	1066.0	4136.0	0	42145.0	0	4328.0	17154.0	2125.0	0	8200.0	8962.0	8226.0	0	600.0	0	81.0	851.0	1752.0	2771.0	0	689.0	6816.0	0	0	754.0	1790.0	12216.0	10600.0	8388.0	5915.0	8806.0	2813.0	25424.0	1423.0	0	0	1430.0	1617.0	0	0	0	0	2283.0	0	0	13822.0	0	626.0	28.0	0	0	2581.0	165.0	80.0	4787.0	0	28739.0	0	3816.0	0	0	0	0	0	2842.0	0	0	0	0	138.0	0	0	1697.0	1394.0	0	0	0	2401.0	0	6032.0	0	4452.0	11386.0	14956.0	0	887.0	39470.0	12225.0	3314.0	27.0	0	0	2680.0	0	0	0	0	3482.0	4684.0	0	785.0	0	2596.0	534.0	6431.0	0	2368.0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_AM07_15|t__SGB14974	2|1239|186801|186802|541000|7415705|2291991|	1111.0	27.0	0	0	0	0	0	0	0	54.0	0	6012.0	380.0	0	0	1422.0	0	0	1510.0	0	327.0	0	3069.0	3355.0	4882.0	1457.0	3237.0	0	1853.0	0	0	1066.0	4136.0	0	42145.0	0	4328.0	17154.0	2125.0	0	8200.0	8962.0	8226.0	0	600.0	0	81.0	851.0	1752.0	2771.0	0	689.0	6816.0	0	0	754.0	1790.0	12216.0	10600.0	8388.0	5915.0	8806.0	2813.0	25424.0	1423.0	0	0	1430.0	1617.0	0	0	0	0	2283.0	0	0	13822.0	0	626.0	28.0	0	0	2581.0	165.0	80.0	4787.0	0	28739.0	0	3816.0	0	0	0	0	0	2842.0	0	0	0	0	138.0	0	0	1697.0	1394.0	0	0	0	2401.0	0	6032.0	0	4452.0	11386.0	14956.0	0	887.0	39470.0	12225.0	3314.0	27.0	0	0	2680.0	0	0	0	0	3482.0	4684.0	0	785.0	0	2596.0	534.0	6431.0	0	2368.0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	2|1239|186801|186802|541000|7415705|1520815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5|t__SGB14960	2|1239|186801|186802|541000|7415705|1520815|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14177	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	7854.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14834	2|1239|186801|186802|541000|7415705|1898205|	0	0	45.0	0	0	1504.0	0	0	0	799.0	0	0	0	0	0	12064.0	736.0	0	0	286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5942.0	731.0	0	0	0	0	155.0	0	0	1208.0	0	0	158.0	0	0	0	0	0	2806.0	0	0	0	0	0	0	0	0	291.0	0	0	0	0	0	2254.0	0	0	0	608.0	0	0	0	0	0	0	0	0	0	0	0	0	9910.0	0	0	0	0	0	2681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14713.0	0	0	0	0	0	0	0	1189.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14899	2|1239|186801|186802|541000|7415705|1898205|	45970.0	31591.0	68687.0	31780.0	11487.0	10766.0	8493.0	1073.0	11300.0	2557.0	23286.0	25208.0	2527.0	14172.0	9016.0	4354.0	21466.0	27714.0	100206.0	39318.0	7032.0	26817.0	21834.0	48969.0	21590.0	65081.0	23807.0	10454.0	65852.0	8147.0	21475.0	67567.0	16769.0	26553.0	28623.0	107268.0	7929.0	16884.0	37082.0	41040.0	26991.0	15800.0	18948.0	35369.0	13428.0	20473.0	53759.0	22447.0	64975.0	19133.0	9717.0	41011.0	75615.0	37678.0	6432.0	31339.0	33064.0	14786.0	23344.0	19780.0	64376.0	33505.0	17294.0	78214.0	11696.0	38546.0	6177.0	5203.0	2151.0	27236.0	8612.0	13177.0	11995.0	11317.0	4973.0	7251.0	24313.0	2418.0	14980.0	14482.0	29745.0	21397.0	7004.0	1635.0	14280.0	8955.0	23532.0	41186.0	19406.0	19128.0	16859.0	16939.0	119.0	28503.0	4608.0	0	16782.0	37540.0	1059.0	8953.0	10196.0	92348.0	1184.0	3409.0	65074.0	50096.0	0	33621.0	21423.0	16883.0	24577.0	31942.0	3223.0	17812.0	73919.0	0	10511.0	38425.0	27591.0	12501.0	19535.0	16348.0	0	3872.0	22134.0	5892.0	144313.0	71.0	5865.0	0	14156.0	21610.0	88752.0	78986.0	38439.0	29157.0	69653.0	1251.0	1085.0	26571.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14904	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	8357.0	0	0	0	0	0	0	45383.0	3292.0	0	0	0	0	0	155.0	0	7390.0	0	0	0	0	30390.0	0	0	13627.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5091.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.0	0	851.0	0	0	0	0	0	0	0	0	0	0	0	0	18328.0	0	0	0	0	2953.0	0	0	0	0	0	0	9759.0	1034.0	0	0	6805.0	537.0	0	0	0	0	3562.0	0	0	0	0	0	4097.0	278.0	0	0	0	0	0	0	0	0	0	0	0	0	15661.0	2927.0	0	0	0	0	74.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14905	2|1239|186801|186802|541000|7415705|1898205|	48345.0	48463.0	71679.0	16053.0	2174.0	0	10222.0	0	0	102785.0	15644.0	20535.0	28475.0	10311.0	14106.0	88016.0	2186.0	79959.0	8177.0	0	4575.0	148931.0	26946.0	28199.0	122113.0	58339.0	0	90838.0	43312.0	28325.0	20258.0	0	22801.0	37095.0	9182.0	0	21022.0	9222.0	27527.0	39739.0	9661.0	431.0	3451.0	10342.0	121056.0	21049.0	113605.0	39314.0	27871.0	166895.0	29848.0	21431.0	12585.0	4216.0	12373.0	39835.0	79998.0	136351.0	175.0	66238.0	19241.0	116521.0	139608.0	0	80770.0	126263.0	518.0	51989.0	707.0	1126.0	52311.0	40749.0	6638.0	0	1416.0	0	34387.0	10477.0	71397.0	0	0	0	0	0	0	0	460.0	78559.0	0	0	0	3930.0	0	0	0	0	0	2160.0	636.0	9169.0	365516.0	0	0	0	20373.0	19450.0	0	0	74226.0	2509.0	34970.0	85677.0	180.0	49990.0	22938.0	33258.0	43358.0	25522.0	88289.0	31291.0	37960.0	0	0	6470.0	9562.0	0	20046.0	0	26637.0	310.0	9491.0	54875.0	80.0	39592.0	5280.0	105174.0	5819.0	0	0	10093.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14908	2|1239|186801|186802|541000|7415705|1898205|	275180.0	103885.0	61287.0	132810.0	53510.0	0	109003.0	13967.0	54937.0	161957.0	0	307405.0	102029.0	107714.0	7191.0	107966.0	299792.0	16812.0	182960.0	197925.0	111544.0	8926.0	336538.0	126885.0	38338.0	271237.0	32336.0	504817.0	22942.0	29001.0	30623.0	17572.0	215915.0	42105.0	62623.0	151234.0	97536.0	22707.0	116955.0	222098.0	202277.0	75774.0	189365.0	29412.0	119707.0	187736.0	150626.0	271859.0	146918.0	114604.0	89203.0	166466.0	129334.0	222202.0	223660.0	166812.0	418466.0	46679.0	0	85436.0	246986.0	129132.0	178672.0	241215.0	243408.0	175704.0	90002.0	106279.0	22320.0	151640.0	83303.0	179771.0	337309.0	116123.0	0	3841.0	209645.0	8286.0	104854.0	85822.0	0	0	99564.0	44449.0	99591.0	14418.0	111669.0	199491.0	0	190141.0	10736.0	134297.0	0	53798.0	108838.0	57342.0	0	17385.0	74547.0	6048.0	69440.0	311454.0	5104.0	65438.0	149316.0	213163.0	0	155006.0	102817.0	85845.0	11799.0	55426.0	91754.0	252188.0	208703.0	12684.0	118.0	59267.0	75834.0	81083.0	111968.0	0	13055.0	92333.0	9125.0	81042.0	273276.0	162395.0	142191.0	149493.0	148613.0	368644.0	263113.0	295204.0	157867.0	168465.0	17743.0	73514.0	55649.0	97160.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14925	2|1239|186801|186802|541000|7415705|1898205|	0	195.0	309.0	0	4161.0	0	4322.0	5050.0	0	16571.0	0	0	7496.0	0	4847.0	2212.0	0	35153.0	3958.0	0	0	2326.0	0	0	3994.0	0	0	0	0	0	621.0	2012.0	0	8387.0	0	0	0	0	2112.0	0	0	0	0	0	213.0	2151.0	0	0	905.0	0	0	5090.0	0	0	4713.0	15202.0	342.0	443.0	0	3998.0	0	0	132.0	875.0	0	1293.0	0	0	0	0	0	0	0	0	0	0	1553.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693.0	0	0	4502.0	824.0	0	0	0	0	1965.0	0	0	0	0	0	0	0	0	261.0	1243.0	0	0	0	3109.0	0	0	0	0	0	0	0	0	0	0	11647.0	0	0	0	0	603.0	1803.0	0	0	0	65.0	14299.0	0	0	13751.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15084	2|1239|186801|186802|541000|7415705|1898205|	110548.0	0	1877.0	27040.0	7598.0	0	0	421.0	0	16299.0	3019.0	9809.0	7377.0	1379.0	0	54982.0	0	1441.0	2754.0	0	17917.0	23658.0	5462.0	6809.0	3318.0	0	0	43455.0	3007.0	48804.0	452073.0	0	18540.0	26494.0	0	0	86.0	22810.0	128045.0	45239.0	7695.0	10362.0	0	30390.0	23261.0	88.0	2729.0	1922.0	28165.0	269368.0	7977.0	94882.0	51.0	891.0	381.0	520970.0	1221.0	23494.0	0	29428.0	1190.0	35129.0	96570.0	10817.0	2323.0	28724.0	0	2878.0	14219.0	0	0	10728.0	5452.0	5323.0	0	0	19295.0	0	2342.0	0	0	0	0	0	0	0	52.0	45303.0	0	0	102.0	2902.0	0	0	6155.0	0	8125.0	0	0	4346.0	27809.0	0	1146.0	0	0	48972.0	0	0	2843.0	3637.0	29614.0	40897.0	353.0	0	32696.0	0	43449.0	78618.0	5768.0	3937.0	7279.0	0	0	2091.0	23738.0	29931.0	252422.0	0	0	827.0	1050.0	8365.0	0	990.0	2935.0	24081.0	14048.0	0	11688.0	4426.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15196	2|1239|186801|186802|541000|7415705|1898205|	23718.0	24360.0	149343.0	36788.0	21205.0	369.0	42322.0	24849.0	21858.0	36873.0	11955.0	16069.0	22185.0	17058.0	16222.0	44002.0	37555.0	34574.0	1827.0	14431.0	13590.0	18164.0	16530.0	17258.0	41270.0	2490.0	2176.0	22533.0	33514.0	5657.0	867.0	35637.0	43650.0	7362.0	26498.0	0	4875.0	13642.0	26759.0	32970.0	24112.0	2752.0	49841.0	19678.0	51716.0	20433.0	5614.0	32490.0	7022.0	16101.0	7193.0	75727.0	6937.0	66890.0	20395.0	57809.0	94205.0	14297.0	4341.0	30579.0	23597.0	9166.0	25704.0	29303.0	79821.0	27379.0	2986.0	39206.0	3807.0	3717.0	63860.0	42650.0	5539.0	209.0	0	159.0	24957.0	4065.0	40660.0	3255.0	0	0	9053.0	199.0	1489.0	1619.0	11335.0	5052.0	0	14121.0	0	11691.0	0	10867.0	72800.0	55959.0	134907.0	6257.0	518.0	1572.0	52004.0	207.0	54969.0	21.0	1390.0	32545.0	0	10468.0	19069.0	2520.0	63728.0	20309.0	3475.0	17056.0	6549.0	14958.0	21477.0	5671.0	60608.0	17480.0	51728.0	0	0	3706.0	39899.0	14380.0	16716.0	7325.0	28317.0	0	29495.0	68020.0	31924.0	42072.0	17407.0	37410.0	9678.0	2051.0	792.0	27157.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15249	2|1239|186801|186802|541000|7415705|1898205|	134089.0	46310.0	45553.0	79618.0	80643.0	3213.0	2381.0	8548.0	31138.0	84708.0	26310.0	97801.0	48853.0	100576.0	96748.0	333766.0	763.0	157035.0	23105.0	9135.0	109441.0	83938.0	281670.0	227422.0	142150.0	15021.0	19547.0	158220.0	314845.0	259156.0	31026.0	59665.0	277129.0	501431.0	200516.0	2941.0	33002.0	55142.0	18922.0	418723.0	119499.0	19736.0	18277.0	70562.0	323390.0	153395.0	38881.0	184315.0	119976.0	102835.0	27155.0	163339.0	30023.0	148641.0	234607.0	62050.0	82653.0	351288.0	14121.0	284476.0	74836.0	238559.0	119248.0	284371.0	135829.0	102311.0	20318.0	152550.0	23978.0	31797.0	50559.0	66035.0	21294.0	17469.0	14845.0	5665.0	379282.0	67026.0	80394.0	18145.0	0	0	3232.0	5183.0	19982.0	11271.0	337174.0	151189.0	3556.0	185017.0	4922.0	263781.0	0	19177.0	27951.0	153519.0	0	12901.0	0	1131.0	192483.0	1217.0	84366.0	7489.0	162935.0	91538.0	0	138656.0	95716.0	16021.0	210030.0	63237.0	38157.0	109459.0	10446.0	17759.0	38547.0	154760.0	136031.0	52349.0	65415.0	204.0	0	36683.0	54082.0	21223.0	60564.0	0	8646.0	0	83946.0	55281.0	68049.0	280667.0	9374.0	45375.0	13180.0	19338.0	10480.0	254425.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15278	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	1504.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15353	2|1239|186801|186802|541000|7415705|1898205|	23937.0	77561.0	70177.0	417842.0	83168.0	0	2348.0	0	24459.0	345199.0	278.0	14272.0	2935.0	180772.0	0	27657.0	0	239889.0	2722.0	0	28624.0	9254.0	15989.0	51829.0	4111.0	2023.0	2099.0	39788.0	938.0	0	0	0	27352.0	301627.0	12220.0	0	8251.0	79961.0	705.0	7753.0	18042.0	1693.0	0	2247.0	15893.0	0	725081.0	48367.0	26022.0	12142.0	4826.0	0	0	8385.0	0	4837.0	9586.0	46345.0	0	39491.0	18021.0	128984.0	49254.0	19775.0	127400.0	20269.0	0	13270.0	0	9247.0	0	4459.0	4485.0	0	0	0	11394.0	0	74359.0	0	0	0	0	0	0	0	6864.0	29205.0	0	0	3731.0	63606.0	0	11553.0	732.0	0	0	0	0	0	118405.0	0	0	0	1559.0	524.0	0	0	29308.0	2766.0	8707.0	137858.0	0	0	0	590254.0	2888.0	0	538.0	22353.0	69045.0	0	0	7045.0	0	0	0	0	7587.0	1584.0	89338.0	21108.0	0	2753.0	0	67452.0	0	0	0	1180.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15355	2|1239|186801|186802|541000|7415705|1898205|	102759.0	0	0	11175.0	54870.0	0	0	0	0	4441.0	0	382837.0	0	54828.0	0	185186.0	0	0	0	0	5240.0	351820.0	30178.0	89248.0	36589.0	0	0	146849.0	17239.0	98460.0	406010.0	0	121771.0	1110.0	25473.0	0	37026.0	0	40960.0	5322.0	97857.0	0	79599.0	9646.0	155298.0	183687.0	152419.0	8081.0	160695.0	0	0	0	0	1019821.0	696720.0	36235.0	548265.0	43132.0	0	131572.0	1609.0	6934.0	971.0	25998.0	6547.0	634541.0	184.0	37414.0	0	0	0	10268.0	31061.0	2388.0	0	0	149607.0	289.0	22495.0	0	0	0	0	0	0	0	0	35493.0	0	0	0	370756.0	0	0	0	14689.0	0	0	0	0	19697.0	0	0	77848.0	125544.0	1665.0	0	0	75516.0	0	21256.0	1652.0	0	0	0	0	19832.0	28311.0	0	131300.0	1342.0	0	0	4815.0	42961.0	0	54532.0	0	8258.0	0	181197.0	162558.0	8079.0	98926.0	0	15103.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15356	2|1239|186801|186802|541000|7415705|1898205|	712.0	0	774.0	4155.0	0	1922.0	9239.0	0	0	46218.0	0	0	2608.0	22438.0	0	6317.0	11297.0	14595.0	0	1338.0	10578.0	293.0	179287.0	28071.0	406202.0	6691.0	5405.0	1069.0	319450.0	0	230857.0	268619.0	0	47339.0	128052.0	0	3179.0	39702.0	5205.0	1405.0	10417.0	16296.0	7797.0	32225.0	0	522.0	221352.0	0	9102.0	0	17255.0	974.0	25610.0	5866.0	20832.0	28480.0	2719.0	0	1449.0	0	2841.0	18720.0	41780.0	4718.0	0	0	20459.0	10288.0	0	3255.0	17064.0	14221.0	308.0	988.0	3743.0	0	1531.0	168.0	7188.0	3927.0	0	0	0	0	2810.0	0	66591.0	22115.0	0	14367.0	15526.0	1869.0	0	16856.0	9210.0	288128.0	265.0	0	0	4793.0	29809.0	0	485647.0	0	21889.0	23239.0	0	21009.0	4244.0	0	1147.0	3190.0	12425.0	11866.0	0	89324.0	4866.0	129356.0	27657.0	0	11602.0	0	0	7101.0	1130.0	16034.0	5704.0	0	3264.0	0	19409.0	23586.0	7633.0	0	0	977.0	19466.0	10779.0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB40948	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	1141.0	0	0	0	8708.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5994.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4183	2|1239|186801|186802|541000|7415705|1898205|	1134.0	0	0	0	0	296.0	60.0	0	15621.0	0	0	0	461.0	1392.0	0	0	0	0	0	0	0	0	0	0	0	0	5825.0	0	269.0	0	31682.0	0	0	0	7130.0	0	0	5526.0	536.0	0	0	911.0	2358.0	0	0	0	0	0	0	0	0	2237.0	0	0	0	0	1438.0	0	718.0	0	0	0	0	0	0	0	2763.0	0	0	0	0	762.0	0	0	0	0	0	1882.0	0	0	0	0	0	0	0	0	0	77.0	45.0	0	0	0	0	15904.0	1777.0	0	1440.0	0	0	61.0	0	29.0	0	0	421.0	0	0	0	0	676.0	1689.0	0	0	939.0	3135.0	58342.0	3036.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4188	2|1239|186801|186802|541000|7415705|1898205|	2920.0	0	0	0	0	0	0	0	0	0	0	23654.0	0	59198.0	99691.0	0	0	0	39201.0	0	0	1104.0	0	6466.0	483.0	0	0	0	146963.0	0	108969.0	194969.0	34664.0	28990.0	0	0	36.0	0	0	57977.0	10047.0	30510.0	0	0	27408.0	15583.0	35601.0	50449.0	0	0	0	0	0	3463.0	33010.0	5496.0	0	0	0	40462.0	0	184967.0	7679.0	10907.0	0	65106.0	265.0	8968.0	0	0	0	15706.0	0	0	0	0	13582.0	0	64274.0	1299.0	0	0	0	0	0	0	0	134201.0	0	0	0	187754.0	0	0	0	0	0	1274.0	0	0	0	0	0	0	48606.0	0	0	0	5719.0	0	126519.0	37.0	0	0	0	0	0	18955.0	0	33377.0	837.0	0	0	0	0	0	74659.0	0	0	0	0	0	0	192264.0	0	125827.0	0	0	0	33124.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4190	2|1239|186801|186802|541000|7415705|1898205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.0	0	0	0	0	0	0	0	0	0	0	0	0	6668.0	0	0	13510.0	6141.0	0	0	3266.0	0	0	0	120.0	0	0	0	0	30.0	0	0	0	0	7579.0	0	1259.0	0	0	0	0	825.0	0	0	0	10555.0	0	0	0	0	829.0	0	1175.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4218.0	0	0	0	0	0	0	0	0	0	11941.0	44054.0	0	17935.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
